sentences,labels
"Mayon ( , , ) , also known as Mayon Volcano or Mount Mayon , is an active stratovolcano in the province of Albay in <e1> Bicol Region </e1> , on the large island of Luzon in the <e2> Philippines </e2> .",located in the administrative territorial entity
"Mayon ( , , ) , also known as Mayon Volcano or Mount Mayon , is an active stratovolcano in the province of Albay in <e1> Bicol Region </e1> , on the large island of Luzon in the <e2> Philippines </e2> .",country
"Mayon ( , , ) , also known as Mayon Volcano or Mount Mayon , is an active stratovolcano in the province of Albay in Bicol Region , on the large island of <e1> Luzon </e1> in the <e2> Philippines </e2> .",country
"Mayon ( , , ) , also known as Mayon Volcano or Mount Mayon , is an active stratovolcano in the province of Albay in <e2> Bicol Region </e2> , on the large island of Luzon in the <e1> Philippines </e1> .",contains administrative territorial entity
"<e1> Mayon </e1> ( , , ) , also known as Mayon Volcano or Mount Mayon , is an active stratovolcano in the province of <e2> Albay </e2> in Bicol Region , on the large island of Luzon in the Philippines .",located in the administrative territorial entity
"<e1> Mayon </e1> ( , , ) , also known as Mayon Volcano or Mount Mayon , is an active stratovolcano in the province of Albay in Bicol Region , on the large island of <e2> Luzon </e2> in the Philippines .",part of
"<e1> Mayon </e1> ( , , ) , also known as Mayon Volcano or Mount Mayon , is an active stratovolcano in the province of Albay in Bicol Region , on the large island of <e2> Luzon </e2> in the Philippines .",located on terrain feature
"<e1> Mayon </e1> ( , , ) , also known as Mayon Volcano or Mount Mayon , is an active stratovolcano in the province of Albay in Bicol Region , on the large island of Luzon in the <e2> Philippines </e2> .",country
It was reclassified a <e1> Natural Park </e1> and renamed as the Mayon Volcano Natural Park in <e2> 2000 </e2> .,point in time
"<e1> Pauline Bonaparte </e1> ( 20 October 1780 – 9 June 1825 ) was an Italian noblewoman , the first sovereign Duchess of Guastalla in Italy , an imperial French Princess and the Princess consort of <e2> Sulmona </e2> and Rossano .",spouse
"<e1> Pauline Bonaparte </e1> ( <e2> 20 October 1780 </e2> – 9 June 1825 ) was an Italian noblewoman , the first sovereign Duchess of Guastalla in Italy , an imperial French Princess and the Princess consort of Sulmona and Rossano .",date of birth
"<e1> Pauline Bonaparte </e1> ( 20 October 1780 – <e2> 9 June 1825 </e2> ) was an Italian noblewoman , the first sovereign Duchess of Guastalla in Italy , an imperial French Princess and the Princess consort of Sulmona and Rossano .",date of death
"<e2> Pauline Bonaparte </e2> ( 20 October 1780 – 9 June 1825 ) was an Italian noblewoman , the first sovereign Duchess of Guastalla in Italy , an imperial French Princess and the Princess consort of <e1> Sulmona </e1> and Rossano .",spouse
"Pauline Bonaparte ( 20 October 1780 – 9 June 1825 ) was an Italian noblewoman , the first sovereign Duchess of <e1> Guastalla </e1> in <e2> Italy </e2> , an imperial French Princess and the Princess consort of Sulmona and Rossano .",country
"She was the sixth child of Letizia Ramolino and Carlo Buonaparte , <e2> Corsica </e2> 's representative to the court of King <e1> Louis XVI of France </e1> .",contains administrative territorial entity
"She was the sixth child of <e1> Letizia Ramolino </e1> and <e2> Carlo Buonaparte </e2> , Corsica 's representative to the court of King Louis XVI of France .",spouse
"She was the sixth child of <e2> Letizia Ramolino </e2> and <e1> Carlo Buonaparte </e1> , Corsica 's representative to the court of King Louis XVI of France .",spouse
"She was the sixth child of Letizia Ramolino and Carlo Buonaparte , <e1> Corsica </e1> 's representative to the court of King <e2> Louis XVI of France </e2> .",located in the administrative territorial entity
"She was the sixth child of Letizia Ramolino and Carlo Buonaparte , <e1> Corsica </e1> 's representative to the court of King <e2> Louis XVI of France </e2> .",country
"Her elder brother , <e1> Napoleon </e1> , was the first Emperor of the <e2> French </e2> .",ethnic group
"She married <e1> Charles Leclerc </e1> , a French general , a union ended by his death in <e2> 1802 </e2> .",date of death
"<e1> Ernest Edward Wood </e1> ( August 24 , 1875 – January 10 , 1952 ) was a <e2> U.S. </e2> Representative from Missouri .",country of citizenship
"<e1> Ernest Edward Wood </e1> ( <e2> August 24 , 1875 </e2> – January 10 , 1952 ) was a U.S. Representative from Missouri .",date of birth
"Ernest Edward Wood ( August 24 , 1875 – January 10 , 1952 ) was a <e1> U.S. </e1> Representative from <e2> Missouri </e2> .",contains administrative territorial entity
"Ernest Edward Wood ( August 24 , 1875 – January 10 , 1952 ) was a <e2> U.S. </e2> Representative from <e1> Missouri </e1> .",located in the administrative territorial entity
"Ernest Edward Wood ( August 24 , 1875 – January 10 , 1952 ) was a <e2> U.S. </e2> Representative from <e1> Missouri </e1> .",country
"Born in <e2> Chico </e2> , California , <e1> Wood </e1> attended the public schools and was graduated from the Stockton ( California ) High School in 1892 .",place of birth
"Born in Chico , California , <e1> Wood </e1> attended the public schools and was graduated from the <e2> Stockton ( California ) High School </e2> in 1892 .",educated at
"After studying law , Wood was admitted to the bar in 1898 and commenced practice in <e1> St. Louis </e1> , <e2> Missouri </e2> .",located in the administrative territorial entity
"<e1> Wood </e1> presented his credentials as a <e2> Democratic </e2> Member - elect to the Fifty - ninth Congress and served from March 4 , 1905 to June 23 , 1906 , when he was succeeded by Harry M. Coudrey , who contested his election .",member of political party
"Wood moved to <e2> Los Angeles </e2> , <e1> California </e1> in 1907 and resumed the practice of law .",contains administrative territorial entity
"Wood moved to <e1> Los Angeles </e1> , <e2> California </e2> in 1907 and resumed the practice of law .",located in the administrative territorial entity
"Winter 's Heart a fantasy novel by American author <e2> Robert Jordan </e2> , the ninth book of his series <e1> Wheel of Time </e1> .",author
"<e1> Winter 's Heart </e1> a fantasy novel by American author <e2> Robert Jordan </e2> , the ninth book of his series Wheel of Time .",author
"Winter 's Heart a fantasy novel by American author <e1> Robert Jordan </e1> , the ninth book of his series <e2> Wheel of Time </e2> .",notable work
"<e2> Winter 's Heart </e2> a fantasy novel by American author <e1> Robert Jordan </e1> , the ninth book of his series Wheel of Time .",notable work
"The book 's title is a reference to the increasing coldness of <e2> Rand al'Thor </e2> 's personality and to the return of winter following the reversal in the previous book , <e1> The Path of Daggers </e1> , of the unnatural heat caused by the Dark One 's manipulation of climate .",characters
"Gopeng is a town located in Mukim Teja , Kampar District , <e1> Perak </e1> , <e2> Malaysia </e2> .",located in the administrative territorial entity
"Gopeng is a town located in Mukim Teja , Kampar District , <e1> Perak </e1> , <e2> Malaysia </e2> .",country
"Gopeng is a town located in Mukim Teja , <e2> Kampar District </e2> , <e1> Perak </e1> , Malaysia .",contains administrative territorial entity
"Gopeng is a town located in Mukim Teja , Kampar District , <e2> Perak </e2> , <e1> Malaysia </e1> .",contains administrative territorial entity
"Gopeng is a town located in <e1> Mukim Teja </e1> , Kampar District , Perak , <e2> Malaysia </e2> .",country
"Gopeng is a town located in <e1> Mukim Teja </e1> , <e2> Kampar District </e2> , Perak , Malaysia .",located in the administrative territorial entity
"Gopeng is a town located in Mukim Teja , <e1> Kampar District </e1> , <e2> Perak </e2> , Malaysia .",located in the administrative territorial entity
"Gopeng is a town located in Mukim Teja , <e1> Kampar District </e1> , Perak , <e2> Malaysia </e2> .",country
"Gopeng is a town located in <e2> Mukim Teja </e2> , <e1> Kampar District </e1> , Perak , Malaysia .",contains administrative territorial entity
<e1> Norman Boyd </e1> ( born <e2> 16 October 1961 </e2> ) is a former Unionist politician in Northern Ireland .,date of birth
<e1> Boyd </e1> was born in <e2> Belfast </e2> and attended Belfast High School and Newtownabbey Technical College before working in banking .,place of birth
<e1> Boyd </e1> was born in Belfast and attended Belfast High School and <e2> Newtownabbey Technical College </e2> before working in banking .,educated at
"In <e2> January 1999 </e2> , he joined three of the four other UKUP Assembly members in forming the <e1> Northern Ireland Unionist Party </e1> .",inception
"He acted as whip for the new group , and was selected to stand for Westminster under his new party label at the South Antrim by - election , 2000 , but withdrew during the campaign , calling on his supporters to back the <e1> Democratic Unionist Party </e1> candidate <e2> William McCrea </e2> .",chairperson
"He acted as whip for the new group , and was selected to stand for Westminster under his new party label at the South Antrim by - election , 2000 , but withdrew during the campaign , calling on his supporters to back the <e2> Democratic Unionist Party </e2> candidate <e1> William McCrea </e1> .",member of political party
<e1> Tokyo Mirage Sessions ♯FE </e1> is a crossover role - playing video game developed by <e2> Atlus </e2> and published by Nintendo for the Wii U home console .,developer
<e1> Tokyo Mirage Sessions ♯FE </e1> is a crossover role - playing video game developed by Atlus and published by Nintendo for the <e2> Wii U </e2> home console .,platform
<e1> Tokyo Mirage Sessions ♯FE </e1> is a crossover role - playing video game developed by Atlus and published by <e2> Nintendo </e2> for the Wii U home console .,publisher
"The game combines gameplay , narrative and aesthetic elements from Atlus ' Shin Megami Tensei and <e2> Nintendo </e2> 's <e1> Fire Emblem </e1> series .",publisher
"The game combines gameplay , narrative and aesthetic elements from <e2> Atlus </e2> ' <e1> Shin Megami Tensei </e1> and Nintendo 's Fire Emblem series .",publisher
"The game combines gameplay , narrative and aesthetic elements from <e2> Atlus </e2> ' <e1> Shin Megami Tensei </e1> and Nintendo 's Fire Emblem series .",developer
"Taking place in modern - day <e2> Tokyo </e2> and featuring real - life locations such as <e1> Shibuya </e1> and Harajuku , the game centers around evil beings known as Mirages who seek to harvest an energy known as Performa from humans and are responsible for several disappearances .",located in the administrative territorial entity
